,Gender_Male,Gender_Other,Marital Status_Married,Marital Status_Single,Job Role_Developer,Job Role_Manager,Job Role_Sales,Department_IT,Department_Marketing,Department_Sales,Work Location_On-site,Work Location_Remote,Age,Education Level,Tenure,Salary,Performance Rating,Projects Completed,Training Hours,Promotions,Overtime Hours,Satisfaction Level,Work-Life Balance,Average Monthly Hours Worked,Absenteeism,Distance from Home,Manager Feedback Score,Work_Stress,Dissatisfaction,Stagnation_Flag,Projects_Per_Year,Salary_Performance_Ratio,Commute_Burden,Overwork_Flag
1079,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,55.0,1.0,2.0,103895.0,2.0,47.0,31.0,0.0,3.0,0.29,1.0,272.0,13.0,19.0,3.2,0.03296703296703297,1.39,0,15.666666666666666,5.19475,24.7,0
5749,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,28.0,1.0,13.0,133706.0,1.0,41.0,8.0,0.0,10.0,0.95,2.0,291.0,15.0,10.0,3.2,0.0684931506849315,0.73,1,2.9285714285714284,13.3706,15.0,0
9908,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,29.0,2.0,0.0,131652.0,3.0,32.0,18.0,0.0,42.0,0.74,1.0,262.0,12.0,41.0,6.6,0.4790874524714829,0.6000000000000001,0,32.0,4.3884,49.199999999999996,1
2692,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,50.0,0.0,0.0,72689.0,3.0,18.0,64.0,0.0,0.0,0.89,0.0,290.0,2.0,5.0,8.3,0.0,0.2799999999999999,0,18.0,2.4229666666666665,1.0,0
6491,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,52.0,1.0,2.0,79522.0,3.0,4.0,37.0,1.0,35.0,0.09,1.0,251.0,11.0,1.0,2.4,0.4166666666666667,1.67,0,1.3333333333333333,2.650733333333333,1.1,1
738,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,46.0,1.0,8.0,35506.0,4.0,48.0,90.0,0.0,48.0,0.09,1.0,218.0,1.0,35.0,5.6,0.6575342465753424,1.35,1,5.333333333333333,0.88765,3.5,0
8340,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,57.0,2.0,3.0,61908.0,5.0,15.0,77.0,0.0,0.0,0.4,0.0,157.0,18.0,47.0,9.0,0.0,0.7,0,3.75,1.23816,84.60000000000001,0
9410,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,54.0,2.0,13.0,131404.0,1.0,25.0,24.0,1.0,42.0,0.67,0.0,269.0,3.0,14.0,5.4,0.6222222222222222,0.7899999999999999,0,1.7857142857142858,13.1404,4.2,1
6881,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,24.0,2.0,2.0,52641.0,1.0,28.0,86.0,0.0,26.0,0.02,0.0,186.0,6.0,33.0,2.5,0.5561497326203209,1.73,0,9.333333333333334,5.2641,19.8,0
8789,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,24.0,1.0,12.0,39824.0,1.0,48.0,27.0,0.0,0.0,0.77,2.0,216.0,3.0,49.0,8.8,0.0,0.3499999999999999,1,3.6923076923076925,3.9824,14.7,0
2872,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,48.0,1.0,10.0,130365.0,5.0,3.0,60.0,0.0,28.0,0.6,2.0,297.0,8.0,46.0,2.7,0.18791946308724833,1.13,1,0.2727272727272727,2.6073,36.800000000000004,0
7270,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,32.0,1.0,13.0,63546.0,5.0,8.0,86.0,0.0,24.0,0.24,1.0,171.0,18.0,1.0,1.6,0.41860465116279066,1.6,1,0.5714285714285714,1.27092,1.8,0
3901,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,36.0,1.0,8.0,103548.0,1.0,48.0,43.0,0.0,39.0,0.55,0.0,201.0,16.0,0.0,6.4,0.7722772277227723,0.8099999999999999,1,5.333333333333333,10.3548,0.0,0
2944,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,57.0,2.0,9.0,80178.0,2.0,3.0,92.0,0.0,13.0,0.82,2.0,241.0,18.0,7.0,8.9,0.10743801652892562,0.29000000000000004,1,0.3,4.0089,12.6,0
425,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,29.0,3.0,9.0,117614.0,3.0,0.0,30.0,0.0,20.0,0.97,3.0,173.0,2.0,11.0,1.7,0.11494252873563218,0.8600000000000001,1,0.0,3.9204666666666665,2.2,0
7740,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,22.0,1.0,10.0,91200.0,3.0,43.0,64.0,0.0,36.0,0.65,2.0,192.0,0.0,25.0,2.0,0.37305699481865284,1.15,1,3.909090909090909,3.04,0.0,0
7128,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,28.0,0.0,14.0,120485.0,1.0,5.0,90.0,0.0,21.0,0.42,0.0,212.0,11.0,28.0,6.8,0.39436619718309857,0.9000000000000001,1,0.3333333333333333,12.0485,30.800000000000004,0
3573,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,32.0,1.0,7.0,121461.0,2.0,36.0,43.0,0.0,10.0,0.38,0.0,280.0,14.0,33.0,9.2,0.1423487544483986,0.7000000000000001,1,4.5,6.07305,46.199999999999996,0
9193,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,38.0,0.0,8.0,99959.0,3.0,11.0,30.0,0.0,10.0,0.83,1.0,250.0,13.0,48.0,9.4,0.11952191235059761,0.23,1,1.2222222222222223,3.3319666666666667,62.400000000000006,0
5599,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,28.0,2.0,3.0,133175.0,2.0,40.0,75.0,0.0,30.0,0.83,1.0,237.0,13.0,48.0,5.2,0.37815126050420167,0.65,0,10.0,6.65875,62.400000000000006,0
7862,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,49.0,2.0,14.0,109051.0,1.0,17.0,79.0,0.0,41.0,0.53,1.0,249.0,0.0,38.0,5.9,0.492,0.8799999999999999,1,1.1333333333333333,10.9051,0.0,0
6924,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,53.0,1.0,5.0,92375.0,3.0,7.0,41.0,0.0,33.0,0.95,3.0,176.0,5.0,42.0,6.7,0.1864406779661017,0.38,0,1.1666666666666667,3.0791666666666666,21.0,0
6416,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,24.0,2.0,11.0,147419.0,5.0,8.0,43.0,0.0,27.0,0.94,1.0,158.0,4.0,35.0,7.7,0.5094339622641509,0.29000000000000004,1,0.6666666666666666,2.94838,14.0,0
6551,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,44.0,2.0,5.0,83615.0,3.0,10.0,69.0,0.0,39.0,0.99,1.0,156.0,17.0,39.0,1.9,0.7452229299363058,0.82,0,1.6666666666666667,2.787166666666667,66.3,0
8463,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,53.0,1.0,9.0,75943.0,2.0,3.0,2.0,0.0,16.0,0.42,1.0,257.0,5.0,25.0,3.9,0.18604651162790697,1.19,1,0.3,3.79715,12.5,0
9493,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,29.0,1.0,1.0,94352.0,3.0,16.0,85.0,0.0,17.0,0.23,1.0,292.0,18.0,1.0,6.4,0.17406143344709898,1.13,0,8.0,3.1450666666666667,1.8,0
4823,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,47.0,0.0,2.0,51764.0,3.0,33.0,87.0,0.0,4.0,0.29,2.0,257.0,6.0,37.0,9.0,0.031007751937984496,0.8099999999999999,0,11.0,1.7254666666666667,22.2,0
2423,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,58.0,2.0,14.0,141177.0,4.0,25.0,53.0,0.0,0.0,0.1,2.0,170.0,2.0,16.0,3.2,0.0,1.58,1,1.6666666666666667,3.529425,3.2,0
1064,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,23.0,0.0,6.0,81392.0,2.0,16.0,92.0,0.0,39.0,0.85,0.0,220.0,19.0,48.0,6.5,0.7058823529411765,0.5,1,2.2857142857142856,4.0696,91.19999999999999,0
6832,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,46.0,2.0,3.0,68021.0,5.0,3.0,72.0,1.0,4.0,0.88,2.0,213.0,9.0,0.0,8.9,0.037383177570093455,0.22999999999999995,0,0.75,1.36042,0.0,0
9184,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,34.0,1.0,6.0,133578.0,3.0,24.0,63.0,0.0,45.0,0.28,1.0,210.0,10.0,1.0,5.4,0.6398104265402844,1.18,1,3.4285714285714284,4.4526,1.0,0
149,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,45.0,0.0,1.0,149345.0,2.0,32.0,91.0,0.0,2.0,0.25,2.0,245.0,13.0,4.0,8.9,0.016260162601626018,0.86,0,16.0,7.46725,5.2,0
5299,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,46.0,1.0,6.0,142555.0,5.0,40.0,11.0,0.0,4.0,0.03,2.0,222.0,11.0,17.0,1.3,0.03587443946188341,1.8399999999999999,1,5.714285714285714,2.8511,18.700000000000003,0
9499,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,33.0,2.0,5.0,41760.0,5.0,1.0,36.0,0.0,13.0,0.71,2.0,168.0,14.0,10.0,2.9,0.15384615384615385,1.0,0,0.16666666666666666,0.8352,14.0,0
8092,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,53.0,2.0,13.0,48076.0,1.0,39.0,2.0,0.0,49.0,0.5,2.0,232.0,13.0,23.0,4.3,0.4206008583690987,1.07,1,2.7857142857142856,4.8076,29.900000000000002,0
2407,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,53.0,2.0,0.0,133304.0,3.0,28.0,44.0,1.0,18.0,0.45,3.0,173.0,4.0,10.0,8.8,0.10344827586206896,0.6699999999999999,0,28.0,4.443466666666667,4.0,0
7032,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,39.0,0.0,5.0,58613.0,2.0,39.0,42.0,0.0,0.0,0.19,0.0,284.0,5.0,2.0,8.2,0.0,0.9900000000000001,0,6.5,2.93065,1.0,0
4208,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,30.0,2.0,13.0,147846.0,1.0,5.0,39.0,0.0,23.0,0.99,1.0,184.0,4.0,32.0,7.9,0.372972972972973,0.21999999999999997,1,0.35714285714285715,14.7846,12.8,0
6585,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,59.0,1.0,6.0,43173.0,4.0,13.0,44.0,0.0,35.0,0.68,1.0,270.0,7.0,21.0,9.3,0.38745387453874536,0.3899999999999999,1,1.8571428571428572,1.079325,14.7,1
7431,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,40.0,1.0,9.0,97612.0,1.0,32.0,87.0,0.0,47.0,0.25,0.0,155.0,7.0,43.0,1.4,1.205128205128205,1.6099999999999999,1,3.2,9.7612,30.099999999999998,0
7659,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,57.0,0.0,2.0,122250.0,2.0,18.0,82.0,0.0,25.0,0.53,1.0,203.0,7.0,37.0,2.7,0.3676470588235294,1.2,0,6.0,6.1125,25.9,0
6562,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,24.0,2.0,12.0,135403.0,3.0,2.0,64.0,0.0,12.0,0.3,1.0,163.0,0.0,43.0,9.4,0.2195121951219512,0.7599999999999999,1,0.15384615384615385,4.513433333333333,0.0,0
9292,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,47.0,0.0,13.0,94528.0,4.0,2.0,72.0,1.0,46.0,0.11,1.0,231.0,15.0,35.0,9.4,0.5948275862068966,0.95,0,0.14285714285714285,2.3632,52.5,0
1543,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,29.0,2.0,9.0,36271.0,1.0,13.0,17.0,0.0,19.0,0.62,1.0,218.0,3.0,18.0,4.7,0.2602739726027397,0.91,1,1.3,3.6271,5.3999999999999995,0
7719,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,40.0,2.0,13.0,100722.0,4.0,22.0,55.0,0.0,9.0,0.69,2.0,184.0,1.0,5.0,1.2,0.0972972972972973,1.1900000000000002,1,1.5714285714285714,2.51805,0.5,0
4610,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,53.0,1.0,9.0,124328.0,2.0,31.0,10.0,0.0,37.0,0.83,1.0,296.0,12.0,13.0,6.1,0.37373737373737376,0.56,1,3.1,6.2164,15.6,1
7913,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,22.0,2.0,7.0,134613.0,3.0,18.0,70.0,0.0,27.0,0.46,1.0,239.0,2.0,18.0,8.6,0.3375,0.68,1,2.25,4.4871,3.6,0
2079,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,28.0,0.0,10.0,109021.0,4.0,4.0,27.0,0.0,27.0,0.92,3.0,238.0,2.0,5.0,5.9,0.11297071129707113,0.48999999999999994,1,0.36363636363636365,2.725525,1.0,0
6187,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,25.0,1.0,14.0,93510.0,1.0,8.0,25.0,0.0,43.0,0.93,1.0,249.0,0.0,12.0,8.9,0.516,0.1799999999999999,1,0.5333333333333333,9.351,0.0,0
2982,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,37.0,3.0,14.0,89536.0,4.0,13.0,68.0,0.0,14.0,0.89,2.0,284.0,5.0,44.0,5.7,0.09824561403508772,0.54,1,0.8666666666666667,2.2384,22.0,0
4240,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,34.0,1.0,3.0,59395.0,4.0,13.0,40.0,0.0,39.0,0.25,0.0,294.0,15.0,3.0,4.1,0.5288135593220339,1.34,0,3.25,1.484875,4.5,1
3276,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,52.0,2.0,14.0,66201.0,5.0,45.0,70.0,0.0,16.0,0.46,3.0,160.0,11.0,12.0,2.4,0.09937888198757763,1.3,1,3.0,1.32402,13.200000000000001,0
1068,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,32.0,3.0,8.0,63729.0,5.0,12.0,95.0,0.0,48.0,0.07,1.0,216.0,16.0,16.0,9.7,0.663594470046083,0.96,1,1.3333333333333333,1.27458,25.6,0
5933,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,33.0,2.0,7.0,60225.0,5.0,25.0,76.0,0.0,32.0,0.96,1.0,159.0,12.0,32.0,3.1,0.6000000000000001,0.7300000000000001,1,3.125,1.2045,38.4,0
2219,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.0,0.0,3.0,62353.0,5.0,46.0,30.0,0.0,38.0,0.57,1.0,241.0,14.0,35.0,8.9,0.47107438016528924,0.54,0,11.5,1.24706,49.0,0
7041,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,57.0,2.0,3.0,87108.0,5.0,45.0,66.0,0.0,36.0,0.05,0.0,281.0,15.0,29.0,4.5,0.5106382978723404,1.5,0,11.25,1.74216,43.5,1
8179,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,39.0,3.0,5.0,130230.0,3.0,1.0,73.0,0.0,13.0,0.54,0.0,153.0,2.0,39.0,9.1,0.33766233766233766,0.55,0,0.16666666666666666,4.341,7.800000000000001,0
797,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,47.0,1.0,9.0,127537.0,3.0,21.0,45.0,0.0,30.0,0.59,0.0,198.0,6.0,31.0,9.3,0.6030150753768844,0.48,1,2.1,4.251233333333333,18.599999999999998,0
6360,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,52.0,0.0,7.0,36725.0,3.0,30.0,61.0,1.0,9.0,0.04,2.0,233.0,11.0,25.0,3.7,0.07692307692307693,1.5899999999999999,0,3.75,1.2241666666666666,27.500000000000004,0
4114,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,47.0,2.0,0.0,74793.0,5.0,43.0,88.0,0.0,16.0,0.24,1.0,289.0,19.0,21.0,6.1,0.16551724137931034,1.15,0,43.0,1.49586,39.9,0
2857,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,29.0,1.0,10.0,110190.0,5.0,32.0,29.0,0.0,31.0,0.9,1.0,282.0,12.0,14.0,4.6,0.3286219081272085,0.64,1,2.909090909090909,2.2038,16.8,1
8308,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,36.0,1.0,2.0,103326.0,2.0,7.0,92.0,0.0,18.0,0.12,1.0,282.0,4.0,21.0,5.6,0.1908127208480565,1.32,0,2.3333333333333335,5.1663,8.4,0
3449,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,44.0,1.0,9.0,95848.0,3.0,44.0,79.0,0.0,12.0,0.63,1.0,212.0,1.0,40.0,9.8,0.16901408450704225,0.3899999999999999,1,4.4,3.194933333333333,4.0,0
9118,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,53.0,2.0,0.0,60970.0,2.0,3.0,24.0,0.0,35.0,0.69,0.0,264.0,17.0,34.0,1.7,0.5283018867924528,1.1400000000000001,0,3.0,3.0485,57.8,1
3436,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,58.0,0.0,4.0,124422.0,5.0,7.0,59.0,0.0,22.0,0.09,1.0,251.0,11.0,47.0,8.0,0.26190476190476186,1.11,0,1.4,2.48844,51.7,0
5672,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,28.0,2.0,14.0,83006.0,2.0,6.0,45.0,1.0,27.0,0.68,1.0,264.0,17.0,15.0,4.1,0.3056603773584906,0.91,0,0.4,4.1503,25.5,0
1463,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,38.0,3.0,2.0,146988.0,1.0,16.0,54.0,0.0,30.0,0.7,2.0,256.0,8.0,48.0,2.1,0.23346303501945526,1.09,0,5.333333333333333,14.6988,38.400000000000006,0
6802,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,56.0,3.0,3.0,91847.0,2.0,24.0,15.0,0.0,6.0,0.85,3.0,223.0,10.0,33.0,6.8,0.026785714285714284,0.47000000000000003,0,6.0,4.59235,33.0,0
740,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,49.0,0.0,5.0,85616.0,4.0,30.0,69.0,0.0,11.0,0.36,1.0,150.0,17.0,19.0,5.1,0.2185430463576159,1.1300000000000001,0,5.0,2.1404,32.3,0
75,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,45.0,0.0,7.0,113893.0,4.0,5.0,73.0,0.0,2.0,0.55,1.0,196.0,5.0,9.0,7.1,0.03045685279187817,0.74,1,0.625,2.847325,4.5,0
5498,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,36.0,0.0,11.0,65594.0,5.0,28.0,99.0,1.0,11.0,0.98,1.0,217.0,10.0,2.0,9.9,0.15137614678899083,0.02999999999999998,0,2.3333333333333335,1.31188,2.0,0
9963,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,46.0,1.0,11.0,145976.0,3.0,0.0,70.0,0.0,35.0,0.66,0.0,250.0,7.0,49.0,1.8,0.5577689243027888,1.16,1,0.0,4.865866666666666,34.3,0
5846,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,47.0,0.0,7.0,76805.0,2.0,5.0,14.0,0.0,10.0,0.26,1.0,257.0,7.0,40.0,3.0,0.11627906976744186,1.44,1,0.625,3.84025,28.0,0
3541,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,54.0,2.0,8.0,65434.0,5.0,43.0,31.0,0.0,47.0,0.43,0.0,297.0,8.0,38.0,7.1,0.6308724832214765,0.8600000000000001,1,4.777777777777778,1.30868,30.400000000000002,1
6847,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,54.0,1.0,11.0,58224.0,2.0,10.0,77.0,0.0,40.0,0.24,1.0,262.0,0.0,35.0,4.7,0.45627376425855515,1.29,1,0.8333333333333334,2.9112,0.0,1
9415,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,41.0,1.0,12.0,39404.0,5.0,30.0,61.0,0.0,10.0,0.09,1.0,257.0,7.0,45.0,2.0,0.11627906976744186,1.71,1,2.3076923076923075,0.78808,31.499999999999996,0
6250,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,35.0,1.0,0.0,47368.0,3.0,29.0,37.0,0.0,20.0,0.5,1.0,165.0,6.0,4.0,5.7,0.3614457831325301,0.9299999999999999,0,29.0,1.5789333333333333,2.4,0
1610,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,47.0,1.0,6.0,45027.0,1.0,31.0,33.0,0.0,38.0,0.01,2.0,225.0,14.0,2.0,5.0,0.336283185840708,1.49,1,4.428571428571429,4.5027,2.8,0
6493,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,28.0,1.0,8.0,117749.0,2.0,18.0,40.0,0.0,4.0,0.07,1.0,150.0,18.0,44.0,3.6,0.07947019867549669,1.5699999999999998,1,2.0,5.88745,79.2,0
3852,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,50.0,1.0,2.0,51933.0,1.0,39.0,41.0,0.0,49.0,0.59,1.0,170.0,6.0,33.0,4.7,0.8596491228070176,0.9400000000000001,0,13.0,5.1933,19.8,0
246,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,35.0,3.0,7.0,133937.0,5.0,17.0,19.0,0.0,37.0,0.12,1.0,251.0,8.0,41.0,8.8,0.44047619047619047,0.9999999999999999,1,2.125,2.67874,32.800000000000004,1
645,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,42.0,1.0,14.0,111008.0,4.0,8.0,28.0,0.0,17.0,0.67,1.0,187.0,0.0,49.0,1.5,0.2712765957446809,1.18,1,0.5333333333333333,2.7752,0.0,0
8273,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,46.0,0.0,14.0,82907.0,5.0,30.0,19.0,1.0,41.0,0.13,2.0,249.0,3.0,14.0,5.3,0.328,1.34,0,2.0,1.65814,4.2,0
9238,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,53.0,2.0,9.0,96783.0,2.0,11.0,54.0,0.0,17.0,0.58,2.0,249.0,8.0,31.0,2.6,0.136,1.1600000000000001,1,1.1,4.83915,24.8,0
4953,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,34.0,0.0,10.0,126734.0,2.0,15.0,91.0,0.0,20.0,0.9,1.0,282.0,19.0,32.0,9.6,0.21201413427561838,0.14,1,1.3636363636363635,6.3367,60.8,0
7735,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,39.0,3.0,4.0,30310.0,1.0,19.0,0.0,0.0,32.0,0.75,1.0,222.0,8.0,5.0,7.3,0.4304932735426009,0.52,0,3.8,3.031,4.0,0
9884,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,12.0,146699.0,5.0,27.0,5.0,0.0,8.0,0.23,2.0,239.0,3.0,25.0,8.0,0.06666666666666667,0.97,1,2.076923076923077,2.93398,7.5,0
6816,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,35.0,1.0,2.0,50208.0,3.0,15.0,78.0,0.0,7.0,0.09,1.0,269.0,19.0,14.0,3.4,0.07777777777777778,1.5699999999999998,0,5.0,1.6736,26.599999999999998,0
4988,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,25.0,1.0,9.0,70356.0,3.0,30.0,40.0,0.0,18.0,0.39,0.0,239.0,18.0,24.0,7.8,0.3,0.8300000000000001,1,3.0,2.3452,43.2,0
29,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,28.0,1.0,14.0,66097.0,1.0,10.0,16.0,0.0,5.0,0.61,2.0,278.0,5.0,6.0,3.2,0.035842293906810034,1.0699999999999998,1,0.6666666666666666,6.6097,3.0,0
5245,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,49.0,0.0,11.0,62426.0,4.0,6.0,62.0,0.0,9.0,0.44,0.0,256.0,15.0,45.0,8.0,0.14007782101167315,0.76,1,0.5,1.56065,67.5,0
8331,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,39.0,1.0,3.0,38650.0,2.0,21.0,19.0,0.0,29.0,0.35,1.0,233.0,7.0,19.0,3.7,0.3717948717948718,1.28,0,5.25,1.9325,13.299999999999999,0
5302,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,59.0,1.0,4.0,94695.0,5.0,0.0,42.0,0.0,10.0,0.71,2.0,296.0,6.0,20.0,4.0,0.06734006734006734,0.89,0,0.0,1.8939,12.0,0
